iter	RMSE
433	2.92808253
434	2.925156329
435	2.921846819
436	2.915123382
437	2.909657266
438	2.906720948
439	2.905215218
440	2.902456184
441	2.900248382
442	2.896942754
443	2.894242541
444	2.892830352
445	2.88981629
446	2.887814279
447	2.88150206
448	2.879685708
449	2.878419137
450	2.877091969
451	2.872918126
452	2.872733252
453	2.872516605
454	2.870796425
455	2.867660826
456	2.867458059
457	2.867293742
458	2.864113367
459	2.862022599
460	2.857790096
461	2.857632251
462	2.857478468
463	2.85361839
464	2.853435142
465	2.853257798
466	2.853086123
467	2.849110607
468	2.845313427
469	2.841812652
470	2.840251082
471	2.838349607
472	2.838150751
473	2.831041571
474	2.828680322
475	2.827392066
476	2.826263506
477	2.822958901
478	2.819342298
479	2.81432181
480	2.811406669
481	2.808823281
482	2.806274631
483	2.802493999
484	2.801305949
485	2.797159374
486	2.795115221
487	2.793214906
488	2.791645344
489	2.79024221
490	2.786775921
491	2.784975889
492	2.78209122
493	2.776736345
494	2.775055454
495	2.769891371
496	2.768781386
497	2.765701457
498	2.763148645
499	2.761509485
500	2.760003277
501	2.75669113
502	2.752260166
503	2.750628297
504	2.747860818
505	2.746677785
506	2.744433229
507	2.742518788
508	2.740402727
509	2.73940835
510	2.734783517
511	2.731925303
512	2.728941503
513	2.72566451
514	2.723646985
515	2.720779112
516	2.719202622
517	2.715585949
518	2.712444042
519	2.710938529
520	2.709495113
521	2.7063119
522	2.705673254
523	2.70552966
524	2.703567878
525	2.699867105
526	2.695129655
527	2.694943979
528	2.692358041
529	2.688905645
530	2.687916646
531	2.685563532
532	2.682419444
533	2.681524743
534	2.681338383
535	2.677502884
536	2.675828405
537	2.673045289
538	2.670839568
539	2.668091744
540	2.663363114
541	2.660395372
542	2.658808697
543	2.657890546
544	2.657761385
545	2.656251664
546	2.653474787
547	2.651160167
548	2.649704018
549	2.649581355
550	2.648184625
551	2.645898332
552	2.644164533
553	2.642492752
554	2.641750153
555	2.641020684
556	2.640184461
557	2.640010948
558	2.637956402
559	2.635461154
560	2.633843938
561	2.632319096
562	2.63153782
563	2.629059667
564	2.627343285
565	2.624217741
566	2.624058322
567	2.620602372
568	2.619001136
569	2.616849533
570	2.615672255
571	2.61244697
572	2.612348436
573	2.609227099
574	2.607747225
575	2.606350542
576	2.605289055
577	2.604144478
578	2.601237057
579	2.596753582
580	2.595901197
581	2.594512397
582	2.592606398
583	2.591790068
584	2.591658767
585	2.591466639
586	2.591280513
587	2.590494789
588	2.587060584
589	2.585690218
590	2.581907187
591	2.580571918
592	2.579844934
593	2.579668624
594	2.578663169
595	2.576344422
596	2.574433454
597	2.571794878
598	2.571706943
599	2.570763362
600	2.568771292
601	2.566519184
602	2.56306633
603	2.561738351
604	2.558507961
605	2.5584258
606	2.557816983
607	2.553532296
608	2.552004331
609	2.547358043
610	2.546760961
611	2.546241283
612	2.543803827
613	2.543077296
614	2.542466916
615	2.53927326
616	2.539108888
617	2.535041064
618	2.532950702
619	2.530455771
620	2.528548709
621	2.527053717
622	2.526541851
623	2.525302725
624	2.525181818
625	2.521845447
626	2.521355807
627	2.518554876
628	2.518489787
629	2.51752348
630	2.515225831
631	2.51129574
632	2.511231651
633	2.51035823
634	2.509185989
635	2.508042383
636	2.503849778
637	2.501201103
638	2.498740306
639	2.498142888
640	2.496253469
641	2.495453786
642	2.493718806
643	2.492689039
644	2.491886397
645	2.488954741
646	2.488661271
647	2.488518583
648	2.485774215
649	2.482602936
650	2.478921402
651	2.478438812
652	2.477594667
653	2.475460811
654	2.474066431
655	2.472697474
656	2.470754156
657	2.470643591
658	2.470537392
659	2.468381645
660	2.466139653
661	2.46481488
662	2.46281495
663	2.46056913
664	2.45894901
665	2.45815859
666	2.458047494
667	2.456244689
668	2.454991099
669	2.453705451
670	2.450686246
671	2.450624859
672	2.447785459
673	2.445670942
674	2.445133516
675	2.443156984
676	2.440495144
677	2.439972495
678	2.439458622
679	2.438954932
680	2.438838055
681	2.438262491
682	2.43816645
683	2.437354164
684	2.435687687
685	2.435228762
686	2.433982178
687	2.433363039
688	2.430883939
689	2.427816952
690	2.425444715
691	2.424258721
692	2.421778485
693	2.421690688
694	2.41964449
695	2.418287533
696	2.416370283
697	2.413567175
698	2.411255717
699	2.410450515
700	2.408150717
701	2.407614085
702	2.407462241
703	2.405979056
704	2.405872634
705	2.405055706
706	2.404499129
707	2.403980315
708	2.403503785
709	2.401964268
710	2.401430415
711	2.39915819
712	2.397830617
713	2.39740964
714	2.395664249
715	2.395496633
716	2.395393708
717	2.393538857
718	2.390925978
719	2.390454947
720	2.390071565
721	2.388438339
722	2.388351599
723	2.388253599
724	2.388093906
725	2.387979427
726	2.385812901
727	2.382226515
728	2.381079216
729	2.378524347
730	2.377128117
731	2.377046628
732	2.376630605
733	2.374961687
734	2.374900802
735	2.374446185
736	2.373623368
737	2.373563766
738	2.372329136
739	2.370317505
740	2.368312517
741	2.36825647
742	2.368194247
743	2.36689232
744	2.364187999
745	2.364075003
746	2.361226073
747	2.358780531
748	2.356483865
749	2.355966231
750	2.355457728
751	2.35495805
752	2.354878254
753	2.351807705
754	2.351313272
755	2.351235762
756	2.350322913
757	2.348162607
758	2.347718639
759	2.347405736
760	2.347353348
761	2.346866236
762	2.344422587
763	2.343915073
764	2.343436098
765	2.341280549
766	2.339844087
767	2.339371278
768	2.33899792
769	2.336943644
770	2.334969256
771	2.33395801
772	2.331490245
773	2.331024335
774	2.330566702
775	2.330117062
776	2.329675153
777	2.327271369
778	2.326839005
779	2.326602533
780	2.323512926
781	2.322917777
782	2.322692622
783	2.322215525
784	2.321792886
785	2.321377698
786	2.321178256
787	2.31896585
788	2.316482896
789	2.316203377
790	2.315697975
791	2.314266922
792	2.313890184
793	2.313680805
794	2.313271822
795	2.312119476
796	2.310945982
797	2.310543116
798	2.310272231
799	2.308918008
800	2.306980195
801	2.306936067
802	2.306394458
803	2.304849252
804	2.303594995
805	2.302484794
806	2.302076237
807	2.30049715
808	2.299425195
809	2.29766498
810	2.297061466
811	2.296023398
812	2.295634755
813	2.293808946
814	2.292880257
815	2.292424116
816	2.290917065
817	2.290573146
818	2.289588929
819	2.288444209
820	2.286742827
821	2.285246256
822	2.282893639
823	2.281084654
824	2.279746803
825	2.277715491
826	2.277325849
827	2.276943209
828	2.273805447
829	2.272526662
830	2.270343726
831	2.268599331
832	2.267209967
833	2.265980223
834	2.265347679
835	2.265131087
836	2.263847317
837	2.262766957
838	2.26099105
839	2.260061542
840	2.259126122
841	2.25541778
842	2.254454058
843	2.253057262
844	2.249230913
845	2.247951984
846	2.246907057
847	2.246025471
848	2.243800276
849	2.242421267
850	2.241786403
851	2.240612285
852	2.238715507
853	2.237748957
854	2.235686491
855	2.235350244
856	2.234876703
857	2.231713921
858	2.230341724
859	2.229024526
860	2.227724988
861	2.226060786
862	2.223444007
863	2.222389054
864	2.221570076
865	2.220324217
866	2.219261037
867	2.218246654
868	2.216485446
869	2.215215373
870	2.214272269
871	2.213763974
872	2.212573971
873	2.212004899
874	2.211602821
875	2.208421203
876	2.20764925
877	2.206890973
878	2.205753927
879	2.204240647
880	2.203507761
881	2.202504887
882	2.20063222
883	2.200105563
884	2.198558051
885	2.197831882
886	2.196950583
887	2.195323391
888	2.194856621
889	2.193210266
890	2.192236895
891	2.191575005
892	2.189840876
893	2.189494052
894	2.188572967
895	2.186998873
896	2.185835448
897	2.185492362
898	2.184676627
899	2.183108487
900	2.182772832
901	2.182248071
902	2.181437989
903	2.18110846
904	2.179700886
905	2.178625838
906	2.176857453
907	2.176239173
908	2.175407529
909	2.174540735
910	2.173483813
911	2.173217504
912	2.171628991
913	2.171336551
914	2.171105166
915	2.170007087
916	2.169507134
917	2.169095893
918	2.168312824
919	2.1672622
920	2.166506227
921	2.165305422
922	2.162720674
923	2.16025384
924	2.158237884
925	2.157951172
926	2.15507182
927	2.154311421
928	2.153983968
929	2.152825212
930	2.152502728
931	2.15172741
932	2.149361536
933	2.149097483
934	2.146521619
935	2.14626676
936	2.145380104
937	2.14354643
938	2.141414248
939	2.141169747
940	2.140576527
941	2.139045961
942	2.136359727
943	2.134871873
944	2.134013898
945	2.133226516
946	2.132785145
947	2.132161911
948	2.131681418
949	2.131090517
950	2.129830371
951	2.129524128
952	2.127947466
953	2.127322067
954	2.126907217
955	2.126502154
956	2.125784095
957	2.124695623
958	2.124199126
959	2.121800603
960	2.120908482
961	2.118358227
962	2.117274622
963	2.116079614
964	2.115416735
965	2.114290017
966	2.113448155
967	2.112737681
968	2.110129261
969	2.10988063
970	2.108897648
971	2.108841466
972	2.107049588
973	2.10656359
974	2.106508445
975	2.104947216
976	2.104896406
977	2.103856406
978	2.103126771
979	2.103075499
980	2.102219682
981	2.101962113
982	2.100324853
983	2.099025791
984	2.098773887
985	2.098723698
986	2.0975957
987	2.096306321
988	2.095133825
989	2.095086766
990	2.09459546
991	2.09355063
992	2.092558854
993	2.092348034
994	2.091969913
995	2.091398907
996	2.091349385
997	2.090245103
998	2.089571109
999	2.089153422
1000	2.08849422
1001	2.086109566
1002	2.085168013
1003	2.085119376
1004	2.084457097
1005	2.083792542
1006	2.083157006
1007	2.082762588
1008	2.082255068
1009	2.081627422
1010	2.081383895
1011	2.080609651
1012	2.079855465
1013	2.078956935
1014	2.078458316
1015	2.077026033
1016	2.076539097
1017	2.076145604
1018	2.073336838
1019	2.072903358
1020	2.072533807
1021	2.071953153
1022	2.071021916
1023	2.070576402
1024	2.067235953
1025	2.067189321
1026	2.066103986
1027	2.06573501
1028	2.06569009
1029	2.06503852
1030	2.063566513
1031	2.062391335
1032	2.061324751
1033	2.060072793
1034	2.058798633
1035	2.058456169
1036	2.058007816
1037	2.057965259
1038	2.057921501
1039	2.057463269
1040	2.057269801
1041	2.054993791
1042	2.054177411
1043	2.05286887
1044	2.051505822
1045	2.050559866
1046	2.050518139
1047	2.048670955
1048	2.047363228
1049	2.045450766
1050	2.044543445
1051	2.043484625
1052	2.042467701
1053	2.040767194
1054	2.039571064
1055	2.038747262
1056	2.037757751
1057	2.036885488
1058	2.036409026
1059	2.035800535
1060	2.035015403
1061	2.033839471
1062	2.033506439
1063	2.033036495
1064	2.032719898
1065	2.030535208
1066	2.02849211
1067	2.028014304
1068	2.027790483
1069	2.026427861
1070	2.026199279
1071	2.024594205
1072	2.024580521
1073	2.024192333
1074	2.024178845
1075	2.023585931
1076	2.023369738
1077	2.022790034
1078	2.021843865
1079	2.019978475
1080	2.019357603
1081	2.019343819
1082	2.018798033
1083	2.017928901
1084	2.016612
1085	2.015802658
1086	2.014807552
1087	2.014016414
1088	2.012773252
1089	2.011930714
1090	2.011404986
1091	2.010781691
1092	2.009444938
1093	2.008153082
1094	2.008107635
1095	2.008094068
1096	2.007482926
1097	2.006667808
1098	2.006297495
1099	2.00601082
1100	2.004813579
1101	2.004772075
1102	2.004419243
1103	2.003614736
1104	2.000983041
1105	1.999595478
1106	1.998998332
1107	1.998738088
1108	1.998533554
1109	1.998396935
1110	1.998387614
1111	1.99797391
1112	1.997950154
1113	1.99791402
1114	1.997901321
1115	1.997460384
1116	1.997447989
1117	1.997396099
1118	1.99719691
1119	1.997184917
1120	1.996754533
1121	1.9957804
1122	1.994156994
1123	1.993070241
1124	1.993055328
1125	1.991466169
1126	1.990958982
1127	1.990570286
1128	1.990373537
1129	1.989661101
1130	1.989081165
1131	1.988659515
1132	1.988644863
1133	1.988453336
1134	1.987489659
1135	1.986990978
1136	1.986685509
1137	1.986272418
1138	1.985243543
1139	1.984838944
1140	1.98482494
1141	1.98442971
1142	1.983461856
1143	1.983450671
1144	1.982047079
1145	1.980915174
1146	1.980904229
1147	1.980894748
1148	1.980529468
1149	1.978410411
1150	1.978069425
1151	1.976909039
1152	1.975590101
1153	1.975131314
1154	1.974129973
1155	1.973752999
1156	1.972459005
1157	1.972092724
1158	1.972082854
1159	1.970710417
1160	1.969463178
1161	1.968776038
1162	1.967796397
1163	1.967617116
1164	1.966842677
1165	1.965698512
1166	1.965285965
1167	1.964303195
1168	1.96417203
1169	1.963840825
1170	1.96376182
1171	1.963399797
1172	1.963364803
1173	1.963301791
1174	1.962263603
1175	1.961721599
1176	1.960494333
1177	1.95965005
1178	1.958252575
1179	1.958055108
1180	1.957288702
1181	1.956747852
1182	1.956428146
1183	1.956419078
1184	1.955657616
1185	1.954981979
1186	1.95389505
1187	1.953240156
1188	1.953047324
1189	1.9527565
1190	1.95037151
1191	1.949283356
1192	1.948532283
1193	1.947690486
1194	1.946776624
1195	1.946767771
1196	1.946268183
1197	1.945356816
1198	1.944846529
1199	1.943431594
1200	1.94302922
1201	1.942929787
1202	1.942056691
1203	1.941124239
1204	1.941115306
1205	1.940642771
1206	1.939598169
1207	1.939105729
1208	1.939097116
1209	1.939088652
1210	1.939080332
1211	1.93839088
1212	1.937901232
1213	1.937725939
1214	1.937271946
1215	1.936822242
1216	1.936652564
1217	1.935046573
1218	1.934605882
1219	1.933136032
1220	1.933127848
1221	1.932870584
1222	1.932441959
1223	1.931787647
1224	1.93162475
1225	1.931499852
1226	1.931341968
1227	1.931333979
1228	1.930805861
1229	1.930797929
1230	1.93036877
1231	1.929384171
1232	1.928168014
1233	1.926450515
1234	1.925839763
1235	1.925191593
1236	1.924676044
1237	1.924400409
1238	1.924135332
1239	1.92370351
1240	1.922689241
1241	1.922536089
1242	1.921015388
1243	1.919314403
1244	1.919043042
1245	1.916953791
1246	1.916180994
1247	1.915909413
1248	1.915416802
1249	1.914640543
1250	1.914521956
1251	1.913532156
1252	1.913524458
1253	1.913119992
1254	1.912539936
1255	1.911870385
1256	1.911623106
1257	1.911374753
1258	1.911220519
1259	1.909590313
1260	1.909335276
1261	1.908698794
1262	1.907510824
1263	1.906585573
1264	1.905777085
1265	1.905527484
1266	1.904598519
1267	1.903454292
1268	1.901589513
1269	1.901349055
1270	1.900232653
1271	1.899109044
1272	1.898994491
1273	1.898135276
1274	1.896947631
1275	1.896096567
1276	1.895986197
1277	1.894405112
1278	1.893975249
1279	1.892432863
1280	1.891951783
1281	1.891799058
1282	1.891403661
1283	1.890771148
1284	1.890115845
1285	1.889222056
1286	1.888513679
1287	1.887815102
1288	1.887439465
1289	1.886668069
1290	1.885776639
1291	1.884579443
1292	1.884202717
1293	1.883752533
1294	1.883050648
1295	1.882695388
1296	1.881757804
1297	1.881336075
1298	1.879273445
1299	1.878270233
1300	1.877921681
1301	1.87693039
1302	1.876530714
1303	1.876372325
1304	1.875801835
1305	1.875465196
1306	1.874631193
1307	1.874255441
1308	1.873842959
1309	1.873476297
1310	1.872699218
1311	1.871320262
1312	1.871036117
1313	1.869521964
1314	1.86867404
1315	1.867466886
1316	1.867099531
1317	1.865471053
1318	1.865324601
1319	1.864848602
1320	1.864026197
1321	1.863681112
1322	1.863281789
1323	1.862524975
1324	1.861739184
1325	1.860984553
1326	1.860119486
1327	1.859721315
1328	1.859469605
1329	1.858894617
1330	1.856862932
1331	1.856401942
1332	1.855966108
1333	1.85569691
1334	1.855003696
1335	1.854816857
1336	1.853450638
1337	1.853068302
1338	1.852577786
1339	1.852203421
1340	1.851756095
1341	1.851624234
1342	1.851210566
1343	1.850884347
1344	1.850745593
1345	1.848999832
1346	1.848687535
1347	1.848058142
1348	1.84792205
1349	1.847685573
1350	1.847521247
1351	1.847021013
1352	1.845825957
1353	1.845692597
1354	1.845468617
1355	1.844915168
1356	1.844760135
1357	1.844282399
1358	1.843569115
1359	1.842330067
1360	1.841242222
1361	1.840850988
1362	1.839983163
1363	1.838984462
1364	1.838694698
1365	1.838591442
1366	1.83786938
1367	1.837358137
1368	1.837018084
1369	1.836340342
1370	1.835937559
1371	1.835808012
1372	1.834832963
1373	1.83460682
1374	1.833484836
1375	1.832417855
1376	1.831760927
1377	1.830839775
1378	1.830722333
1379	1.829755762
1380	1.828729007
1381	1.828543551
1382	1.828451365
1383	1.82833911
1384	1.828191181
1385	1.827748839
1386	1.827261707
1387	1.826850153
1388	1.826708106
1389	1.826618076
1390	1.825061225
1391	1.824224544
1392	1.823823188
1393	1.823507282
1394	1.822409261
1395	1.821436181
1396	1.821069532
1397	1.82103464
1398	1.820124992
1399	1.819730535
1400	1.818907246
1401	1.816640704
1402	1.816323879
1403	1.815579701
1404	1.814398986
1405	1.813705455
1406	1.813297932
1407	1.811982469
1408	1.811211162
1409	1.810487906
1410	1.810098457
1411	1.809266638
1412	1.808611089
1413	1.80796823
1414	1.807845379
1415	1.80612173
1416	1.805744085
1417	1.80536897
1418	1.805004019
1419	1.804407115
1420	1.804058545
1421	1.80371848
1422	1.803287282
1423	1.802955802
1424	1.80223162
1425	1.80193575
1426	1.801697296
1427	1.80136221
1428	1.801132747
1429	1.800660084
1430	1.800439376
1431	1.799521167
1432	1.799071219
1433	1.797231967
1434	1.797143008
1435	1.797020833
1436	1.796528077
1437	1.794453472
1438	1.794124834
1439	1.791806039
1440	1.791592846
1441	1.790529403
1442	1.790096786
1443	1.789775859
1444	1.789463336
1445	1.789376862
1446	1.789072226
1447	1.788679046
1448	1.787998957
1449	1.786955285
1450	1.786746299
1451	1.786422257
1452	1.786255509
1453	1.786140775
1454	1.785213767
1455	1.78491642
1456	1.784513932
1457	1.784480283
1458	1.784185387
1459	1.783511033
1460	1.783398193
1461	1.782826415
1462	1.782534529
1463	1.782250104
1464	1.78202736
1465	1.780189932
1466	1.778471522
1467	1.777843579
1468	1.777645694
1469	1.776450358
1470	1.776418237
1471	1.776177062
1472	1.775857844
1473	1.774274498
1474	1.77275928
1475	1.772385955
1476	1.771245209
1477	1.771007788
1478	1.770778408
1479	1.770556739
1480	1.770271423
